p,q
0.9087641376741901,0.1743981216929672
0.2876276546850637,0.010182845069892421
0.2876276546850637,0.010182845069892421
0.2876276546850637,0.010182845069892421
0.697252360572286,0.5169009507201237
0.697252360572286,0.5169009507201237
0.697252360572286,0.5169009507201237
0.697252360572286,0.5169009507201237
0.697252360572286,0.5169009507201237
0.47975980109010574,0.049242467253550415
0.47975980109010574,0.049242467253550415
0.43659748501229745,0.2310517595407302
0.43659748501229745,0.2310517595407302
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.42745546786884503,0.35743052658945285
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.621264802912286,0.26214902525779815
0.621264802912286,0.26214902525779815
0.42745546786884503,0.35743052658945285
0.6148804257174681,0.08034214467577905
0.5640718604689462,0.22530788850013372
0.6148804257174681,0.08034214467577905
0.42745546786884503,0.35743052658945285
0.42745546786884503,0.35743052658945285
0.42745546786884503,0.35743052658945285
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5043389757327065,0.3471859253243461
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.42745546786884503,0.35743052658945285
0.42745546786884503,0.35743052658945285
0.42745546786884503,0.35743052658945285
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.5640718604689462,0.22530788850013372
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.8313397162448504,0.00041478927145510713
0.09771136061697272,0.029555459313447385
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5640718604689462,0.22530788850013372
0.5043389757327065,0.3471859253243461
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.27150002371917337,0.20084489561095287
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.4310659665049946,0.16222436347146219
0.7892487571106542,0.5983151449968055
0.4310659665049946,0.16222436347146219
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.42745546786884503,0.35743052658945285
0.5088721365670389,0.04972510439055122
0.5088721365670389,0.04972510439055122
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.47100179750721627,0.4511755397808932
0.3139399691518119,0.10331378627098109
0.3139399691518119,0.10331378627098109
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.09771136061697272,0.029555459313447385
0.47100179750721627,0.4511755397808932
0.5640718604689462,0.22530788850013372
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.8313397162448504,0.00041478927145510713
0.8313397162448504,0.00041478927145510713
0.8313397162448504,0.00041478927145510713
0.8313397162448504,0.00041478927145510713
0.8313397162448504,0.00041478927145510713
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.27965346309037886,0.043666010244271525
0.8313397162448504,0.00041478927145510713
0.8313397162448504,0.00041478927145510713
0.7840295665501369,0.17097587376199574
0.3773797226465859,0.019897547283021844
0.1663235770844883,0.16031524226113714
0.27150002371917337,0.20084489561095287
0.27150002371917337,0.20084489561095287
0.43969194371483,0.10598213144091195
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.09771136061697272,0.029555459313447385
0.27150002371917337,0.20084489561095287
0.27150002371917337,0.20084489561095287
0.27150002371917337,0.20084489561095287
0.27150002371917337,0.20084489561095287
0.27150002371917337,0.20084489561095287
0.27150002371917337,0.20084489561095287
0.3139399691518119,0.10331378627098109
0.3139399691518119,0.10331378627098109
0.7892487571106542,0.5983151449968055
0.7892487571106542,0.5983151449968055
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.5640718604689462,0.22530788850013372
0.47100179750721627,0.4511755397808932
0.09771136061697272,0.029555459313447385
0.47100179750721627,0.4511755397808932
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.6942888390985013,0.432191939024538
0.47100179750721627,0.4511755397808932
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.5088721365670389,0.04972510439055122
0.5088721365670389,0.04972510439055122
0.5088721365670389,0.04972510439055122
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.9234885875880698,0.6877912364426219
0.09771136061697272,0.029555459313447385
0.42745546786884503,0.35743052658945285
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.26639242736507684,0.23446959840558224
0.26639242736507684,0.23446959840558224
0.09771136061697272,0.029555459313447385
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.5088721365670389,0.04972510439055122
0.5088721365670389,0.04972510439055122
0.1663235770844883,0.16031524226113714
0.5184470442824766,0.3650443937577331
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.47100179750721627,0.4511755397808932
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.1663235770844883,0.16031524226113714
0.47100179750721627,0.4511755397808932
0.47100179750721627,0.4511755397808932
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.5043389757327065,0.3471859253243461
0.43969194371483,0.10598213144091195
0.43969194371483,0.10598213144091195
0.43969194371483,0.10598213144091195
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.09771136061697272,0.029555459313447385
0.42745546786884503,0.35743052658945285
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.5043389757327065,0.3471859253243461
0.4310659665049946,0.16222436347146219
0.27150002371917337,0.20084489561095287
