p,q
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.2374013002476636,0.14773774691616803
0.2374013002476636,0.14773774691616803
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.22824866528096144,0.15942935575484696
0.22289137532276326,0.1814391290119689
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22824866528096144,0.15942935575484696
0.241100234456182,0.19880542154245295
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.20154362952590033,0.1092087370173318
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22824866528096144,0.15942935575484696
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22824866528096144,0.15942935575484696
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22824866528096144,0.15942935575484696
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.22289137532276326,0.1814391290119689
0.22289137532276326,0.1814391290119689
0.22824866528096144,0.15942935575484696
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.22289137532276326,0.1814391290119689
0.2374013002476636,0.14773774691616803
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.2374013002476636,0.14773774691616803
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.241100234456182,0.19880542154245295
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.2505230860636005,0.019388891333258607
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22824866528096144,0.15942935575484696
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.23241200763130565,0.09995024247455331
0.22289137532276326,0.1814391290119689
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22824866528096144,0.15942935575484696
0.21040549338372383,0.17106064219617434
0.241100234456182,0.19880542154245295
0.2374013002476636,0.14773774691616803
0.22824866528096144,0.15942935575484696
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.241100234456182,0.19880542154245295
0.21040549338372383,0.17106064219617434
0.23241200763130565,0.09995024247455331
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.22824866528096144,0.15942935575484696
0.21040549338372383,0.17106064219617434
0.22289137532276326,0.1814391290119689
0.22824866528096144,0.15942935575484696
0.21040549338372383,0.17106064219617434
0.241100234456182,0.19880542154245295
0.22289137532276326,0.1814391290119689
